Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,processed_description,exercise_type,muscle_group,equipment,difficulty,key_fitness_terms
648,Exercise ball pike,"The exercise ball pike is a challenging move that targets the core. It involves thrusting the hips into full flexion over a ball, then extending out to a foot-elevated plank with the feet on the ball. It's a challenging move from a strength perspective, but also for balance. It can be the centerpiece of an ab workout or go along with other body weight or ball movements in an ab circuit.",Strength,Abdominals,Exercise Ball,Intermediate,,,exercise ball pike challenging move targets core involves thrusting hips full flexion ball extending foot elevated plank feet ball challenging move strength perspective also balance centerpiece ab workout go along body weight ball movements ab circuit,Strength,Abdominals,Exercise Ball,Intermediate,"['exercise', 'ball', 'move', 'targets', 'core', 'involves', 'full', 'ball', 'plank', 'ball', 'move', 'strength', 'workout', 'body', 'weight', 'ball', 'circuit']"
649,Exercise ball bird dog,"The exercise ball bird dog is a dynamic movement focusing on the glutes and the postural muscles of the upper back. When performing it, use an exercise ball that is tall enough to support your chest and core, but short enough to allow your hands and knees to reach the ground. It is slightly easier than a bodyweight bird dog and can work as a regression for that movement. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise.",Strength,Abdominals,Exercise Ball,Intermediate,,,exercise ball bird dog dynamic movement focusing glutes postural muscles upper back performing use exercise ball tall enough support chest core short enough allow hands knees reach ground slightly easier bodyweight bird dog work regression movement done time reps part warm paired movements workout mobility recovery exercise,Strength,Abdominals,Exercise Ball,Intermediate,"['exercise', 'ball', 'dynamic', 'movement', 'glutes', 'muscles', 'upper', 'exercise', 'ball', 'chest', 'core', 'hands', 'bodyweight', 'work', 'movement', 'done', 'time', 'reps', 'part', 'warm', 'workout', 'exercise']"
650,Exercise ball superman,"The exercise ball superman is a slightly more advanced variation of the bodyweight superman exercise. It targets many muscles along the posterior or backside of the body, including the rear deltoids, trapezius, spinal erectors, glutes, and hamstrings. It can be done for time or reps as part of a warm-up, paired with movements in a workout, or as a mobility or recovery exercise.",Strength,Abdominals,Exercise Ball,Intermediate,,,exercise ball superman slightly advanced variation bodyweight superman exercise targets many muscles along posterior backside body including rear deltoids trapezius spinal erectors glutes hamstrings done time reps part warm paired movements workout mobility recovery exercise,Strength,Abdominals,Exercise Ball,Intermediate,"['exercise', 'ball', 'variation', 'bodyweight', 'exercise', 'targets', 'many', 'muscles', 'body', 'including', 'rear', 'glutes', 'hamstrings', 'done', 'time', 'reps', 'part', 'warm', 'workout', 'exercise']"
651,BOSU cross-body crunch,"The BOSU cross-body crunch is a dynamic abdominal exercise performed on a BOSU ball or other stability training device. It targets several of the muscles in the core, including the obliques and the rectus abdominis or ""six-pack"" muscles. It is usually performed in alternating reps, either for time or a number of reps, as part of an ab-focused workout or a circuit involving body weight or the BOSU ball.",Strength,Abdominals,Exercise Ball,Intermediate,,,bosu cross body crunch dynamic abdominal exercise performed bosu ball stability training device targets several muscles core including obliques rectus abdominis six pack muscles usually performed alternating reps either time number reps part ab focused workout circuit involving body weight bosu ball,Strength,Abdominals,Exercise Ball,Intermediate,"['body', 'crunch', 'dynamic', 'abdominal', 'exercise', 'performed', 'ball', 'training', 'targets', 'muscles', 'core', 'including', 'rectus', 'pack', 'muscles', 'performed', 'reps', 'time', 'reps', 'part', 'focused', 'workout', 'circuit', 'body', 'weight', 'ball']"
652,Exercise Ball Knee Tuck - Gethin Varation,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.,Strength,Abdominals,Exercise Ball,Intermediate,,,exercise ball knee roll abdominal exercise involves supporting hands plank push position drawing knees toward chest fairly advanced abdominal move requiring core strength,Strength,Abdominals,Exercise Ball,Intermediate,"['exercise', 'ball', 'abdominal', 'exercise', 'involves', 'hands', 'plank', 'push', 'position', 'chest', 'abdominal', 'move', 'core', 'strength']"
653,Alternating Exercise Ball Knee Tucks - Gethin Variation,The exercise ball knee roll-in is an abdominal exercise that involves supporting yourself with your hands in a plank or push-up position and drawing the knees in toward the chest. This is a fairly advanced abdominal move requiring core strength.,Strength,Abdominals,Exercise Ball,Intermediate,,,exercise ball knee roll abdominal exercise involves supporting hands plank push position drawing knees toward chest fairly advanced abdominal move requiring core strength,Strength,Abdominals,Exercise Ball,Intermediate,"['exercise', 'ball', 'abdominal', 'exercise', 'involves', 'hands', 'plank', 'push', 'position', 'chest', 'abdominal', 'move', 'core', 'strength']"
654,AM Ball Crunch,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Strength,Abdominals,Exercise Ball,Intermediate,,,exercise ball crunch popular gym exercise targeting abdominals unlike crunches floor bench using ball increase range motion stretch contract abs every rep ball crunch performed low reps slower tempo focusing hard contraction higher reps,Strength,Abdominals,Exercise Ball,Intermediate,"['exercise', 'ball', 'crunch', 'popular', 'exercise', 'targeting', 'floor', 'bench', 'using', 'ball', 'stretch', 'rep', 'ball', 'crunch', 'performed', 'low', 'reps', 'higher', 'reps']"
655,30 Bosu Cable Reverse Crunch,,Strength,Abdominals,Exercise Ball,Intermediate,,,,Strength,Abdominals,Exercise Ball,Intermediate,[]
656,BOSU knee tuck,"The BOSU knee tuck is a dynamic abdominal movement performed on a BOSU ball or other stability training device. It primarily targets the rectus abdominis or ""six-pack"" muscles of the core. It can be performed for time or reps as part of an ab-focused workout or a circuit involving body weight or the BOSU ball.",Strength,Abdominals,Exercise Ball,Intermediate,,,bosu knee tuck dynamic abdominal movement performed bosu ball stability training device primarily targets rectus abdominis six pack muscles core performed time reps part ab focused workout circuit involving body weight bosu ball,Strength,Abdominals,Exercise Ball,Intermediate,"['dynamic', 'abdominal', 'movement', 'performed', 'ball', 'training', 'targets', 'rectus', 'pack', 'muscles', 'core', 'performed', 'time', 'reps', 'part', 'focused', 'workout', 'circuit', 'body', 'weight', 'ball']"
657,30 Side Plank On Ball,"The feet-elevated side plank on ball is a more advanced version of a traditional bodyweight side plank. The feet are balanced on an exercise ball, providing a balance challenge but also increasing the load placed upon the obliques and shoulder muscles. It is usually performed for timed holds, either one side at a time or alternating sides. If a ball is unavailable, some of the benefits of the movement can be obtained by performing side planks with the feet elevated on a couch, chair, bench, or other stable object.",Strength,Abdominals,Exercise Ball,Intermediate,,,feet elevated side plank ball advanced version traditional bodyweight side plank feet balanced exercise ball providing balance challenge also increasing load placed upon obliques shoulder muscles usually performed timed holds either one side time alternating sides ball unavailable benefits movement obtained performing side planks feet elevated couch chair bench stable object,Strength,Abdominals,Exercise Ball,Intermediate,"['side', 'plank', 'ball', 'traditional', 'bodyweight', 'side', 'plank', 'exercise', 'ball', 'shoulder', 'muscles', 'performed', 'side', 'time', 'ball', 'movement', 'side', 'bench']"
658,Hanging exercise ball leg raise,"The hanging exercise ball leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of an apparatus, it's performed hanging from a bar with an exercise ball held between the legs.",Strength,Abdominals,Exercise Ball,Intermediate,,,hanging exercise ball leg raise exercise targeting abs hip flexors instead resting forearms pads apparatus performed hanging bar exercise ball held legs,Strength,Abdominals,Exercise Ball,Intermediate,"['exercise', 'ball', 'leg', 'raise', 'exercise', 'targeting', 'performed', 'bar', 'exercise', 'ball', 'legs']"
659,Taylor Exercise Ball Stir-The-Pot,,Strength,Abdominals,Exercise Ball,Intermediate,,,,Strength,Abdominals,Exercise Ball,Intermediate,[]
660,FYR2 Air Ball,,Strength,Abdominals,Exercise Ball,Intermediate,,,,Strength,Abdominals,Exercise Ball,Intermediate,[]
661,Feet-elevated plank on ball,"The feet-elevated plank is a variation on the straight-arm plank, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than straight-arm planks on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a shoulder and core warm-up, or as a burnout movement for a chest or shoulder workout.",Strength,Abdominals,Exercise Ball,Intermediate,,,feet elevated plank variation straight arm plank bodyweight standard feet elevated ball align body parallel floor provide greater stabilization challenge makes difficult straight arm planks floor also puts emphasis shoulder muscles often used shoulder core warm burnout movement chest shoulder workout,Strength,Abdominals,Exercise Ball,Intermediate,"['plank', 'variation', 'arm', 'plank', 'bodyweight', 'ball', 'body', 'floor', 'arm', 'floor', 'shoulder', 'muscles', 'used', 'shoulder', 'core', 'warm', 'movement', 'chest', 'shoulder', 'workout']"
662,Band Hip Adductions,,Strength,Adductors,Bands,Beginner,8.6,Average,,Strength,Adductors,Bands,Beginner,[]
663,Lateral Band Walk,,Strength,Abductors,Bands,Intermediate,0.0,,,Strength,Abductors,Bands,Intermediate,[]
664,FYR2 Standing Banded Leg Abduction,,Strength,Abductors,Bands,Intermediate,,,,Strength,Abductors,Bands,Intermediate,[]
665,Iliotibial band SMR,"Iliotibial band self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller or other ""trigger point"" massage tool. By applying pressure strategically to the IT band along the side of the upper leg, some people find they can cause this often painful and tight area to relax or ""release."" IT band SMR is often accompanied by SMR on the glute or quad muscles, or by stretches that target the glutes or quads.",Stretching,Abductors,Foam Roll,Intermediate,8.2,Average,iliotibial band self myofascial release smr self administered soft tissue treatment lower body usually using foam roller trigger point massage tool applying pressure strategically band along side upper leg people find cause often painful tight area relax release band smr often accompanied smr glute quad muscles stretches target glutes quads,Stretching,Abductors,Foam Roll,Intermediate,"['band', 'lower', 'body', 'using', 'band', 'side', 'upper', 'leg', 'band', 'muscles', 'target', 'glutes', 'quads']"
